Ticket ID,Ticket Status,Ticket Priority,Date of Purchase,Time to Resolution,Lifespan_Hours
6775,Closed,Medium,2021-05-09,2023-06-01 04:51:16,18076.854444444445
6776,Pending Customer Response,Critical,2021-03-18,,
6777,Pending Customer Response,Low,2020-05-15,,
6778,Closed,Low,2020-08-18,2023-06-01 01:28:21,24409.4725
6779,Open,Low,2021-02-20,,
6780,Closed,Medium,2021-09-28,2023-06-01 02:08:24,14666.14
6781,Pending Customer Response,High,2021-02-19,,
6782,Open,Medium,2020-08-17,,
6783,Pending Customer Response,Critical,2021-05-05,,
6784,Closed,Low,2021-03-29,2023-06-01 06:30:28,19062.507777777777
6785,Closed,High,2021-12-07,2023-06-01 05:09:30,12989.158333333333
6786,Closed,Medium,2020-02-08,2023-06-01 20:54:32,29036.908888888887
6787,Open,High,2020-02-17,,
6788,Pending Customer Response,Medium,2020-09-12,,
6789,Open,Low,2020-12-10,,
6790,Open,Medium,2021-08-13,,
6791,Closed,High,2021-06-08,2023-06-01 20:08:39,17372.144166666665
6792,Open,Low,2020-10-06,,
6793,Open,Critical,2020-02-27,,
6794,Closed,Critical,2021-10-19,2023-06-01 15:41:42,14175.695
6795,Open,Low,2020-04-10,,
6796,Open,Critical,2021-09-06,,
6797,Pending Customer Response,Low,2020-01-03,,
6798,Open,Critical,2020-07-15,,
6799,Pending Customer Response,High,2020-09-03,,
6800,Pending Customer Response,Low,2020-10-29,,
6801,Pending Customer Response,Medium,2021-02-01,,
6802,Open,Medium,2021-03-16,,
6803,Open,Low,2020-01-01,,
6804,Open,Medium,2021-08-06,,
6805,Open,Critical,2020-10-24,,
6806,Pending Customer Response,Low,2020-01-16,,
6807,Pending Customer Response,Low,2021-09-26,,
6808,Open,Low,2021-02-17,,
6809,Open,Critical,2020-10-29,,
6810,Open,High,2020-09-16,,
6811,Pending Customer Response,High,2020-01-08,,
6812,Open,Critical,2020-07-27,,
6813,Closed,Critical,2020-07-27,2023-06-01 20:30:09,24956.5025
6814,Pending Customer Response,Low,2020-05-30,,
6815,Closed,High,2020-06-25,2023-06-01 06:29:11,25710.48638888889
6816,Closed,High,2020-12-13,2023-06-01 08:46:13,21608.770277777778
6817,Closed,Low,2021-08-13,2023-06-01 16:27:15,15784.454166666666
6818,Open,Critical,2021-03-04,,
6819,Open,Critical,2021-11-02,,
6820,Pending Customer Response,High,2021-10-07,,
6821,Closed,Medium,2020-06-25,2023-06-01 09:32:20,25713.53888888889
6822,Open,Low,2020-03-24,,
6823,Closed,Medium,2020-06-28,2023-06-01 05:49:22,25637.82277777778
6824,Closed,High,2020-10-17,2023-06-01 23:21:23,22991.35638888889
6825,Pending Customer Response,Critical,2021-01-02,,
6826,Open,Critical,2021-03-21,,
6827,Pending Customer Response,Medium,2021-08-19,,
6828,Pending Customer Response,Medium,2021-07-03,,
6829,Closed,High,2021-03-07,2023-06-01 09:48:31,19593.80861111111
6830,Closed,Low,2020-12-24,2023-06-01 07:31:32,21343.525555555556
6831,Pending Customer Response,Medium,2020-02-03,,
6832,Pending Customer Response,High,2020-09-18,,
6833,Closed,High,2020-03-11,2023-06-01 21:29:35,28269.493055555555
6834,Open,Critical,2021-03-27,,
6835,Closed,Critical,2021-09-15,2023-06-01 01:42:39,14977.710833333333
6836,Open,High,2020-11-08,,
6837,Open,High,2020-04-25,,
6838,Closed,Low,2020-02-11,2023-06-01 17:42:42,28961.711666666666
6839,Pending Customer Response,Medium,2020-10-20,,
6840,Closed,High,2021-08-13,2023-06-01 00:37:44,15768.628888888888
6841,Open,Low,2020-10-19,,
6842,Pending Customer Response,High,2021-07-30,,
6843,Open,Critical,2020-11-28,,
6844,Pending Customer Response,Critical,2020-10-11,,
6845,Open,Low,2020-09-05,,
6846,Closed,High,2021-01-22,2023-06-01 07:55:51,20647.930833333332
6847,Open,Critical,2021-11-12,,
6848,Closed,High,2020-01-31,2023-06-01 23:42:53,29231.714722222223
6849,Open,Critical,2021-02-04,,
6850,Pending Customer Response,Critical,2020-11-08,,
6851,Pending Customer Response,High,2020-08-30,,
6852,Pending Customer Response,High,2020-01-27,,
6853,Closed,Critical,2020-03-04,2023-06-01 03:44:59,28419.749722222223
6854,Open,High,2021-10-28,,
6855,Pending Customer Response,Low,2020-11-09,,
6856,Open,High,2020-07-26,,
6857,Closed,Medium,2020-09-26,2023-06-01 16:02:05,23488.034722222223
6858,Pending Customer Response,Medium,2020-10-07,,
6859,Pending Customer Response,Low,2020-08-25,,
6860,Pending Customer Response,Critical,2021-05-25,,
6861,Open,Critical,2021-01-20,,
6862,Pending Customer Response,Critical,2020-11-30,,
6863,Pending Customer Response,High,2020-11-05,,
6864,Open,Low,2021-02-06,,
6865,Pending Customer Response,High,2020-02-14,,
6866,Pending Customer Response,Medium,2020-02-23,,
6867,Pending Customer Response,High,2021-01-05,,
6868,Closed,High,2021-05-12,2023-06-01 02:34:21,18002.5725
6869,Closed,Medium,2020-02-26,2023-06-01 23:36:23,28607.60638888889
6870,Pending Customer Response,Critical,2021-11-11,,
6871,Pending Customer Response,Medium,2020-09-24,,
6872,Open,High,2021-04-10,,
6873,Open,Medium,2020-04-12,,
6874,Open,Critical,2021-10-26,,
6875,Open,Low,2020-03-14,,
6876,Pending Customer Response,Low,2021-02-25,,
6877,Pending Customer Response,Medium,2020-02-27,,
6878,Open,Low,2020-03-13,,
6879,Open,Medium,2020-12-08,,
6880,Pending Customer Response,High,2020-02-05,,
6881,Open,Critical,2020-10-11,,
6882,Closed,Critical,2020-07-13,2023-06-01 03:46:41,25275.778055555555
6883,Open,High,2020-12-07,,
6884,Closed,Low,2021-10-13,2023-06-01 10:25:45,14314.429166666667
6885,Open,High,2020-09-10,,
6886,Pending Customer Response,Low,2020-09-09,,
6887,Closed,Medium,2020-06-04,2023-06-01 12:10:50,26220.180555555555
6888,Open,Critical,2021-04-16,,
6889,Pending Customer Response,Low,2021-03-27,,
6890,Closed,High,2020-08-07,2023-06-01 07:57:53,24679.964722222223
6891,Closed,Low,2021-03-29,2023-06-01 20:54:54,19076.915
6892,Closed,Medium,2020-09-09,2023-06-01 19:17:56,23899.29888888889
6893,Pending Customer Response,Critical,2021-05-06,,
6894,Closed,Low,2021-02-18,2023-06-01 17:52:00,20009.866666666665
6895,Open,High,2020-09-23,,
6896,Pending Customer Response,Medium,2021-07-23,,
6897,Closed,Low,2020-05-30,2023-06-01 16:30:02,26344.500555555554
6898,Open,Critical,2020-02-18,,
6899,Pending Customer Response,Medium,2021-11-15,,
6900,Closed,Medium,2021-10-27,2023-06-01 11:03:07,13979.051944444445
6901,Closed,Low,2021-10-07,2023-06-01 07:33:09,14455.5525
6902,Closed,Critical,2020-12-15,2023-06-01 11:04:10,21563.069444444445
6903,Pending Customer Response,Medium,2020-03-14,,
6904,Open,Critical,2021-01-24,,
6905,Pending Customer Response,Medium,2020-12-26,,
6906,Pending Customer Response,Critical,2020-01-24,,
6907,Closed,Critical,2021-11-28,2023-06-01 03:34:16,13203.57111111111
6908,Pending Customer Response,High,2020-03-20,,
6909,Pending Customer Response,Medium,2021-03-13,,
6910,Closed,Medium,2020-05-29,2023-06-01 01:58:21,26353.9725
6911,Closed,Critical,2021-08-29,2023-06-01 12:22:23,15396.373055555556
6912,Open,Low,2021-11-01,,
6913,Pending Customer Response,Critical,2021-09-30,,
6914,Closed,Medium,2021-09-12,2023-06-01 00:34:28,15048.574444444444
6915,Pending Customer Response,Medium,2020-03-19,,
6916,Pending Customer Response,Medium,2021-03-03,,
6917,Open,Low,2020-05-09,,
6918,Pending Customer Response,High,2021-05-16,,
6919,Pending Customer Response,High,2020-03-24,,
6920,Open,High,2020-09-11,,
6921,Open,Medium,2021-01-09,,
6922,Closed,Critical,2021-02-25,2023-06-01 19:00:37,19843.01027777778
6923,Pending Customer Response,Low,2020-11-07,,
6924,Pending Customer Response,Medium,2021-09-12,,
6925,Pending Customer Response,Low,2021-10-18,,
6926,Open,Critical,2021-10-13,,
6927,Pending Customer Response,Critical,2021-08-19,,
6928,Pending Customer Response,Low,2021-02-24,,
6929,Open,Low,2021-09-18,,
6930,Open,High,2021-10-27,,
6931,Open,High,2020-08-25,,
6932,Open,High,2020-02-23,,
6933,Closed,Low,2020-03-15,2023-06-01 13:40:50,28165.680555555555
6934,Open,High,2020-06-17,,
6935,Open,Medium,2021-08-19,,
6936,Closed,Medium,2021-01-13,2023-06-01 06:01:54,20862.031666666666
6937,Closed,Medium,2021-08-11,2023-06-01 21:08:56,15837.148888888889
6938,Closed,Critical,2020-12-28,2023-06-01 06:01:57,21246.0325
6939,Pending Customer Response,High,2021-04-11,,
6940,Pending Customer Response,Critical,2020-06-15,,
6941,Pending Customer Response,Low,2020-08-08,,
6942,Pending Customer Response,Low,2020-04-07,,
6943,Pending Customer Response,Medium,2021-12-15,,
6944,Pending Customer Response,High,2021-11-05,,
6945,Open,Low,2020-02-17,,
6946,Closed,High,2020-11-13,2023-06-01 20:48:09,22340.8025
6947,Open,Medium,2020-03-20,,
6948,Open,Medium,2021-11-24,,
6949,Pending Customer Response,Low,2020-09-08,,
6950,Open,Critical,2020-03-15,,
6951,Open,Critical,2021-04-30,,
6952,Closed,Medium,2021-02-05,2023-06-01 22:14:18,20326.238333333335
6953,Pending Customer Response,Low,2021-08-22,,
6954,Open,High,2021-03-09,,
6955,Pending Customer Response,High,2021-11-12,,
6956,Pending Customer Response,High,2021-08-07,,
6957,Closed,Low,2020-12-18,2023-06-01 07:02:24,21487.04
6958,Pending Customer Response,Low,2021-08-16,,
6959,Closed,High,2021-02-09,2023-06-01 00:51:26,20208.85722222222
6960,Pending Customer Response,Critical,2021-09-23,,
6961,Pending Customer Response,Low,2021-09-07,,
6962,Closed,High,2021-11-15,2023-06-01 17:48:29,13529.808055555555
6963,Pending Customer Response,Medium,2020-01-25,,
6964,Open,Medium,2021-11-13,,
6965,Closed,Medium,2021-08-10,2023-06-01 14:41:33,15854.6925
6966,Open,Low,2021-08-14,,
6967,Closed,Medium,2020-01-08,2023-06-01 21:10:36,29781.176666666666
6968,Closed,Critical,2020-08-23,2023-06-01 19:53:38,24307.893888888888
6969,Pending Customer Response,Low,2020-06-22,,
6970,Pending Customer Response,Low,2020-09-28,,
6971,Pending Customer Response,Medium,2020-12-30,,
6972,Pending Customer Response,Critical,2020-01-20,,
6973,Pending Customer Response,High,2021-03-18,,
6974,Open,Critical,2020-09-03,,
6975,Closed,High,2020-09-27,2023-06-01 19:27:47,23467.463055555556
6976,Closed,Low,2020-09-15,2023-06-01 16:59:47,23752.99638888889
6977,Closed,Medium,2021-10-20,2023-06-01 06:19:49,14142.330277777777
6978,Pending Customer Response,Low,2020-12-15,,
6979,Open,Medium,2020-01-17,,
6980,Pending Customer Response,Low,2021-10-02,,
6981,Open,High,2021-11-16,,
6982,Pending Customer Response,Low,2020-11-24,,
6983,Closed,Low,2021-12-05,2023-06-01 05:53:57,13037.899166666666
6984,Closed,Critical,2021-09-12,2023-06-01 01:01:58,15049.032777777778
6985,Closed,High,2020-07-25,2023-06-01 10:09:59,24994.16638888889
6986,Open,High,2020-01-22,,
6987,Open,Medium,2020-10-13,,
6988,Pending Customer Response,High,2020-08-01,,
6989,Open,High,2020-06-22,,
6990,Pending Customer Response,Low,2020-09-18,,
6991,Open,High,2020-10-13,,
6992,Pending Customer Response,Critical,2020-06-23,,
6993,Closed,High,2020-06-16,2023-06-01 21:16:11,25941.269722222223
6994,Open,Critical,2020-05-26,,
6995,Closed,Low,2021-09-10,2023-06-02 00:25:14,15120.420555555556
6996,Closed,Critical,2021-12-05,2023-06-01 11:37:16,13043.621111111112
6997,Open,High,2021-06-22,,
6998,Closed,Critical,2020-11-02,2023-06-01 08:48:19,22592.805277777778
6999,Open,Medium,2021-12-13,,
7000,Closed,Critical,2020-11-21,2023-06-01 07:28:21,22135.4725
7001,Closed,Low,2021-06-07,2023-06-01 10:18:22,17386.306111111113
7002,Closed,Low,2020-08-28,2023-06-01 23:47:23,24191.789722222224
7003,Closed,Medium,2020-09-06,2023-06-01 14:43:24,23966.72333333333
7004,Pending Customer Response,Critical,2021-12-24,,
7005,Closed,High,2020-09-29,2023-06-01 10:28:26,23410.47388888889
7006,Closed,Low,2021-12-24,2023-06-01 11:36:28,12587.607777777777
7007,Pending Customer Response,High,2021-10-05,,
7008,Open,Critical,2020-09-22,,
7009,Closed,Medium,2021-01-10,2023-06-01 03:29:31,20931.491944444446
7010,Open,Medium,2020-08-09,,
7011,Pending Customer Response,High,2020-05-05,,
7012,Open,High,2021-09-07,,
7013,Pending Customer Response,Medium,2020-03-09,,
7014,Closed,Medium,2021-12-02,2023-06-01 16:33:38,13120.560555555556
7015,Pending Customer Response,Low,2020-09-06,,
7016,Pending Customer Response,Critical,2021-07-23,,
7017,Open,Medium,2021-09-29,,
7018,Open,Low,2021-06-10,,
7019,Closed,High,2021-11-21,2023-06-01 20:09:44,13388.162222222221
7020,Pending Customer Response,Critical,2020-08-21,,
7021,Pending Customer Response,Low,2020-07-10,,
7022,Pending Customer Response,Medium,2021-11-03,,
7023,Pending Customer Response,High,2020-05-16,,
7024,Pending Customer Response,Low,2020-01-10,,
7025,Closed,Medium,2021-06-07,2023-06-01 06:35:50,17382.597222222223
7026,Pending Customer Response,Medium,2020-09-18,,
7027,Closed,Critical,2021-07-03,2023-06-01 15:45:53,16767.764722222222
7028,Open,Critical,2021-12-10,,
7029,Closed,High,2021-10-26,2023-06-01 04:33:56,13996.565555555555
7030,Closed,Critical,2020-11-14,2023-06-01 15:12:57,22311.215833333332
7031,Pending Customer Response,Critical,2020-06-17,,
7032,Pending Customer Response,Low,2020-12-15,,
7033,Pending Customer Response,Medium,2020-02-29,,
7034,Open,Medium,2020-07-31,,
7035,Pending Customer Response,High,2020-05-18,,
7036,Pending Customer Response,Critical,2021-02-01,,
7037,Open,Medium,2021-10-28,,
7038,Closed,High,2020-04-15,2023-06-01 11:46:10,27419.769444444446
7039,Open,Critical,2021-04-04,,
7040,Closed,Critical,2021-07-13,2023-06-01 10:34:13,16522.570277777777
7041,Open,Critical,2021-09-12,,
7042,Closed,Low,2021-04-19,2023-06-01 03:09:16,18555.154444444444
7043,Pending Customer Response,Critical,2020-12-22,,
7044,Pending Customer Response,High,2020-05-16,,
7045,Open,High,2021-01-28,,
7046,Pending Customer Response,Critical,2021-07-04,,
7047,Open,High,2021-08-20,,
7048,Open,High,2020-08-31,,
7049,Pending Customer Response,Medium,2020-08-13,,
7050,Open,Critical,2021-01-27,,
7051,Pending Customer Response,Low,2021-07-23,,
7052,Closed,High,2021-11-10,2023-06-01 14:04:28,13646.074444444444
7053,Pending Customer Response,Low,2020-11-24,,
7054,Pending Customer Response,Medium,2020-08-17,,
7055,Closed,Low,2020-09-13,2023-06-01 14:21:31,23798.35861111111
7056,Closed,Low,2020-10-30,2023-06-01 05:51:32,22661.858888888888
7057,Closed,Medium,2020-12-08,2023-06-01 09:23:34,21729.39277777778
7058,Closed,High,2021-04-21,2023-06-01 05:06:36,18509.11
7059,Pending Customer Response,High,2020-09-21,,
7060,Open,Critical,2021-05-07,,
7061,Closed,Low,2021-02-01,2023-06-01 04:34:42,20404.578333333335
7062,Pending Customer Response,Low,2020-09-25,,
7063,Closed,Medium,2021-08-29,2023-06-01 05:28:44,15389.478888888889
7064,Closed,High,2020-12-14,2023-06-01 08:37:45,21584.629166666666
7065,Closed,Critical,2021-12-04,2023-06-01 02:56:46,13058.94611111111
7066,Pending Customer Response,High,2021-07-07,,
7067,Pending Customer Response,Medium,2021-03-04,,
7068,Pending Customer Response,Low,2020-06-06,,
7069,Pending Customer Response,Medium,2020-04-20,,
7070,Open,Low,2020-09-23,,
7071,Open,Medium,2021-09-24,,
7072,Closed,Medium,2021-03-30,2023-06-01 10:52:54,19042.881666666668
7073,Closed,Critical,2021-08-27,2023-06-01 10:58:56,15442.982222222223
7074,Open,Medium,2020-03-05,,
7075,Pending Customer Response,Medium,2020-03-23,,
7076,Closed,Low,2021-01-22,2023-06-01 10:49:59,20650.833055555555
7077,Pending Customer Response,Low,2020-03-21,,
7078,Pending Customer Response,High,2020-11-23,,
7079,Pending Customer Response,High,2020-03-11,,
7080,Closed,Medium,2021-03-01,2023-06-01 17:04:05,19745.068055555555
7081,Open,Medium,2021-01-31,,
7082,Open,High,2021-12-10,,
7083,Open,High,2020-03-07,,
7084,Pending Customer Response,High,2020-11-26,,
7085,Open,High,2020-09-27,,
7086,Pending Customer Response,Low,2020-04-04,,
7087,Open,Low,2020-02-02,,
7088,Pending Customer Response,Critical,2020-05-06,,
7089,Pending Customer Response,Medium,2020-06-15,,
7090,Open,High,2020-02-07,,
7091,Closed,Medium,2020-07-29,2023-06-01 16:05:23,24904.089722222223
7092,Open,Low,2020-03-20,,
7093,Open,Medium,2020-04-06,,
7094,Pending Customer Response,Low,2020-03-06,,
7095,Open,Critical,2020-10-17,,
7096,Closed,Medium,2020-03-29,2023-06-01 04:48:27,27820.8075
7097,Closed,High,2021-05-29,2023-06-02 00:03:28,17616.057777777776
7098,Closed,High,2020-11-07,2023-06-01 14:00:30,22478.008333333335
7099,Open,Low,2021-01-11,,
7100,Closed,Medium,2020-04-13,2023-06-01 17:47:32,27473.792222222222
7101,Pending Customer Response,Critical,2021-07-30,,
7102,Open,High,2020-12-14,,
7103,Closed,High,2020-02-17,2023-06-01 15:46:37,28815.776944444446
7104,Open,Critical,2021-09-08,,
7105,Open,Medium,2020-05-20,,
7106,Closed,Medium,2020-07-18,2023-06-01 07:26:42,25159.445
7107,Closed,Medium,2020-04-04,2023-06-01 21:18:42,27693.31166666667
7108,Closed,High,2021-06-15,2023-06-01 01:00:44,17185.012222222223
7109,Closed,Low,2020-05-05,2023-06-01 18:31:45,26946.529166666667
7110,Pending Customer Response,Medium,2020-03-01,,
7111,Pending Customer Response,Critical,2021-01-10,,
7112,Closed,Low,2021-12-01,2023-06-01 02:52:48,13130.88
7113,Pending Customer Response,Medium,2020-12-21,,
7114,Pending Customer Response,Medium,2021-09-19,,
7115,Open,Medium,2020-12-02,,
7116,Closed,High,2020-04-15,2023-06-01 03:58:52,27411.981111111112
7117,Open,Critical,2020-08-14,,
7118,Pending Customer Response,Critical,2020-07-06,,
7119,Closed,High,2020-09-22,2023-06-01 13:03:57,23581.065833333334
7120,Open,Critical,2021-12-15,,
7121,Closed,Low,2021-12-05,2023-06-01 03:28:59,13035.483055555556
7122,Closed,Critical,2020-05-14,2023-06-01 02:15:01,26714.250277777777
7123,Open,Critical,2021-10-13,,
7124,Closed,Critical,2021-07-10,2023-06-01 07:20:04,16591.334444444445
7125,Open,Medium,2020-04-08,,
7126,Open,Medium,2020-10-05,,
7127,Closed,Medium,2021-01-19,2023-06-01 14:41:06,20726.685
7128,Closed,Low,2021-03-21,2023-06-01 11:24:08,19259.402222222223
7129,Pending Customer Response,High,2020-02-03,,
7130,Closed,High,2020-09-14,2023-06-01 09:31:11,23769.519722222223
7131,Open,High,2020-02-08,,
7132,Closed,Low,2021-04-02,2023-06-01 20:38:14,18980.637222222223
7133,Pending Customer Response,High,2020-02-03,,
7134,Open,Medium,2021-11-18,,
7135,Pending Customer Response,Low,2020-09-03,,
7136,Closed,Low,2021-06-09,2023-06-02 00:10:20,17352.172222222223
7137,Closed,Low,2021-08-23,2023-06-01 10:10:22,15538.172777777778
7138,Open,Medium,2020-10-03,,
7139,Closed,Low,2020-03-01,2023-06-01 19:31:25,28507.52361111111
7140,Pending Customer Response,Low,2021-03-14,,
7141,Closed,Critical,2021-01-30,2023-06-01 07:00:29,20455.008055555554
7142,Closed,Medium,2020-12-28,2023-06-01 15:42:30,21255.708333333332
7143,Closed,Critical,2021-03-01,2023-06-01 06:02:31,19734.041944444445
7144,Pending Customer Response,Medium,2021-01-27,,
7145,Pending Customer Response,Low,2021-11-27,,
7146,Pending Customer Response,Critical,2021-09-25,,
7147,Open,High,2021-12-04,,
7148,Closed,Medium,2021-02-14,2023-06-01 09:00:37,20097.01027777778
7149,Closed,Low,2021-07-03,2023-06-01 14:24:39,16766.41083333333
7150,Closed,Medium,2021-12-13,2023-06-01 09:17:40,12849.294444444444
7151,Open,High,2021-04-16,,
7152,Pending Customer Response,Critical,2021-04-18,,
7153,Closed,High,2020-10-06,2023-06-01 17:29:44,23249.495555555557
7154,Pending Customer Response,Medium,2020-05-28,,
7155,Pending Customer Response,Low,2020-01-15,,
7156,Pending Customer Response,High,2020-04-18,,
7157,Closed,High,2020-12-12,2023-06-01 01:42:50,21625.713888888888
7158,Closed,Medium,2020-10-20,2023-06-01 12:33:51,22908.564166666667
7159,Open,Low,2020-03-23,,
7160,Pending Customer Response,Medium,2020-04-21,,
7161,Open,Medium,2021-02-22,,
7162,Pending Customer Response,Low,2020-02-29,,
7163,Pending Customer Response,Medium,2020-03-12,,
7164,Closed,Low,2021-05-24,2023-06-01 03:58:59,17715.983055555556
7165,Open,High,2021-09-02,,
7166,Closed,Medium,2020-01-27,2023-06-01 08:51:03,29312.850833333334
7167,Open,Low,2020-01-14,,
7168,Closed,Medium,2020-03-08,2023-06-01 06:35:05,28326.584722222222
7169,Open,Critical,2021-11-26,,
7170,Pending Customer Response,High,2020-03-14,,
7171,Pending Customer Response,High,2021-05-03,,
7172,Closed,High,2021-07-04,2023-06-01 09:56:11,16737.936388888887
7173,Open,High,2021-01-05,,
7174,Closed,Medium,2020-10-28,2023-06-01 10:58:14,22714.970555555556
7175,Open,Low,2021-01-13,,
7176,Open,Medium,2021-09-20,,
7177,Pending Customer Response,Critical,2020-10-30,,
7178,Open,High,2021-08-15,,
7179,Pending Customer Response,Low,2020-06-21,,
7180,Pending Customer Response,High,2020-02-18,,
7181,Pending Customer Response,Low,2020-05-19,,
7182,Pending Customer Response,Critical,2021-04-28,,
7183,Closed,Medium,2020-10-21,2023-06-01 22:50:25,22894.840277777777
7184,Pending Customer Response,Medium,2021-08-12,,
7185,Pending Customer Response,Low,2020-06-05,,
7186,Pending Customer Response,Critical,2020-03-26,,
7187,Pending Customer Response,High,2021-01-10,,
7188,Open,Medium,2020-05-17,,
7189,Closed,High,2020-02-24,2023-06-01 21:41:34,28653.69277777778
7190,Closed,Critical,2021-08-10,2023-06-01 07:30:34,15847.509444444444
7191,Pending Customer Response,Low,2021-06-03,,
7192,Pending Customer Response,Medium,2021-08-11,,
7193,Closed,Medium,2021-03-17,2023-06-01 04:30:37,19348.51027777778
7194,Open,High,2020-05-06,,
7195,Closed,Critical,2021-04-01,2023-06-01 17:35:40,19001.594444444443
7196,Pending Customer Response,Low,2021-11-05,,
7197,Closed,Critical,2020-10-22,2023-06-01 04:13:43,22852.22861111111
7198,Closed,Medium,2020-11-30,2023-06-01 23:43:46,21935.729444444445
7199,Open,Critical,2020-02-04,,
7200,Closed,Critical,2021-12-27,2023-06-01 14:49:49,12518.830277777777
7201,Open,Medium,2021-02-19,,
7202,Closed,Critical,2020-03-01,2023-06-01 10:04:52,28498.08111111111
7203,Pending Customer Response,Critical,2021-02-12,,
7204,Closed,Medium,2021-05-28,2023-06-01 22:27:54,17638.465
7205,Open,Critical,2021-08-16,,
7206,Pending Customer Response,Low,2020-02-19,,
7207,Pending Customer Response,Critical,2020-11-15,,
7208,Pending Customer Response,Medium,2020-08-20,,
7209,Closed,Low,2020-01-02,2023-06-01 15:37:01,29919.616944444446
7210,Open,Critical,2021-09-30,,
7211,Pending Customer Response,Low,2021-04-06,,
7212,Open,High,2020-02-21,,
7213,Pending Customer Response,Critical,2021-06-08,,
7214,Pending Customer Response,High,2021-10-14,,
7215,Closed,Low,2020-05-25,2023-06-01 21:58:08,26469.96888888889
7216,Open,Low,2021-11-28,,
7217,Closed,Low,2021-11-22,2023-06-01 18:15:10,13362.252777777778
7218,Pending Customer Response,Low,2020-05-22,,
7219,Pending Customer Response,Low,2020-03-26,,
7220,Closed,Low,2020-12-15,2023-06-01 15:32:15,21567.5375
7221,Closed,Low,2020-12-24,2023-06-01 12:23:16,21348.387777777778
7222,Open,High,2021-12-02,,
7223,Closed,Critical,2021-08-19,2023-06-01 15:27:19,15639.455277777777
7224,Open,Low,2020-05-22,,
7225,Open,Critical,2021-01-30,,
7226,Open,Low,2020-10-02,,
7227,Pending Customer Response,High,2020-07-15,,
7228,Open,High,2021-10-04,,
7229,Open,High,2021-12-04,,
7230,Open,High,2021-06-17,,
7231,Open,Medium,2020-02-29,,
7232,Pending Customer Response,High,2020-12-14,,
7233,Open,Medium,2021-05-23,,
7234,Pending Customer Response,High,2020-01-24,,
7235,Open,Medium,2020-04-13,,
7236,Open,Low,2021-02-05,,
7237,Closed,Critical,2021-07-03,2023-06-01 16:36:43,16768.611944444445
7238,Pending Customer Response,High,2020-02-26,,
7239,Closed,Medium,2020-01-05,2023-06-01 07:28:45,29839.479166666668
7240,Open,High,2020-12-26,,
7241,Closed,Critical,2021-03-03,2023-06-01 14:43:47,19694.729722222222
7242,Open,High,2021-11-16,,
7243,Pending Customer Response,Medium,2021-05-05,,
7244,Pending Customer Response,Critical,2020-12-06,,
7245,Closed,Critical,2021-03-29,2023-06-01 04:46:53,19060.78138888889
7246,Pending Customer Response,Medium,2021-03-26,,
7247,Open,Critical,2020-07-29,,
7248,Pending Customer Response,Low,2020-08-26,,
7249,Closed,Medium,2020-12-07,2023-06-01 07:15:57,21751.265833333335
7250,Open,High,2021-11-12,,
7251,Pending Customer Response,High,2021-08-05,,
7252,Pending Customer Response,Critical,2020-01-10,,
7253,Open,High,2021-01-23,,
7254,Open,Medium,2020-07-24,,
7255,Open,Critical,2020-10-21,,
7256,Open,Critical,2021-11-22,,
7257,Open,Low,2021-01-24,,
7258,Open,Medium,2020-04-27,,
7259,Open,Critical,2021-10-27,,
7260,Open,High,2021-04-27,,
7261,Pending Customer Response,High,2021-12-29,,
7262,Pending Customer Response,Critical,2020-07-24,,
7263,Open,High,2020-07-02,,
7264,Closed,Critical,2021-04-19,2023-06-01 08:56:18,18560.93833333333
7265,Pending Customer Response,Low,2020-07-06,,
7266,Closed,Critical,2021-12-24,2023-06-01 17:01:21,12593.0225
7267,Pending Customer Response,Critical,2021-07-11,,
7268,Pending Customer Response,Medium,2021-10-19,,
7269,Pending Customer Response,High,2021-06-30,,
7270,Pending Customer Response,Low,2020-04-24,,
7271,Pending Customer Response,High,2021-08-14,,
7272,Open,Medium,2021-11-17,,
7273,Pending Customer Response,High,2020-12-05,,
7274,Pending Customer Response,Low,2020-06-13,,
7275,Pending Customer Response,Critical,2020-03-05,,
7276,Pending Customer Response,Medium,2020-07-27,,
7277,Pending Customer Response,Critical,2021-05-17,,
7278,Open,Low,2020-06-30,,
7279,Pending Customer Response,Medium,2020-10-21,,
7280,Closed,High,2020-06-14,2023-06-01 05:55:40,25973.92777777778
7281,Closed,High,2021-08-29,2023-06-01 22:23:41,15406.394722222221
7282,Open,Medium,2020-01-16,,
7283,Pending Customer Response,High,2020-12-19,,
7284,Open,Low,2021-06-03,,
7285,Closed,Medium,2021-02-05,2023-06-01 07:38:46,20311.64611111111
7286,Open,Critical,2021-11-14,,
7287,Pending Customer Response,Medium,2020-11-20,,
7288,Pending Customer Response,Critical,2020-12-17,,
7289,Pending Customer Response,Medium,2021-05-30,,
7290,Pending Customer Response,High,2020-06-15,,
7291,Open,Medium,2020-11-02,,
7292,Pending Customer Response,Low,2021-06-20,,
7293,Pending Customer Response,Critical,2021-08-27,,
7294,Open,Low,2021-07-07,,
7295,Open,Medium,2020-09-28,,
7296,Pending Customer Response,Critical,2020-12-09,,
7297,Closed,Medium,2020-10-09,2023-06-01 14:24:01,23174.40027777778
7298,Open,High,2021-11-10,,
7299,Open,High,2020-11-24,,
7300,Closed,Low,2021-11-05,2023-06-01 07:44:05,13759.734722222222
7301,Pending Customer Response,High,2020-12-08,,
